,demand series,lost_load dispatch,main_node_curtailment dispatch,natgas capacity,natgas dispatch,solar series,solar capacity,wind series,wind capacity,storage capacity,storage dispatch,storage stored,to_PGP capacity,to_PGP dispatch,PGP_storage capacity,PGP_storage dispatch,PGP_storage stored,from_PGP capacity,from_PGP dispatch,lost_load max dispatch,lost_load num hours,natgas curtailment,status,name,date,region,n_years,opt_years,test_years,iter,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1245,302336.11839708564,409.9149773290514,95729.41731512114,0,0.0,0.26656098729092004,231234.6038211817,0.30071228894722724,1212247.2305480468,150977.5556755956,3808.360395474714,36833.58175245958,64964.06345698948,38562.91805975265,215149740.8134825,38561.857622877935,93020778.66718839,195795.13954072725,26993.300336014552,170371.01975210948,16,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested1996,Aug04v1,CONUS,-1,17,1996,-1,-1,-1,42524.96932913282,95729.41731512114,409.9149773290514,170371.01975210948,1.0,0.0
210,298511.59600456624,148.5086112008364,87256.98187662897,0,0.0,0.26346008016396294,231234.6038211817,0.28956515566065244,1212247.2305480468,150977.5556755956,3601.1034106470493,45585.980580497046,64964.06345698948,35582.468906019225,215149740.8134825,35581.645067131765,72266569.21813385,195795.13954072725,24907.151546992234,67456.90669434547,10,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested1997,Aug04v1,CONUS,-1,17,1997,-1,-1,-1,39910.90060125274,87256.98187662897,148.5086112008364,67456.90669434547,1.0,0.0
266,302805.7374429224,13647.000109859006,65706.54073147131,0,0.0,0.2647134692583764,231234.6038211817,0.2613096450421656,1212247.2305480468,150977.5556755956,3874.7439728149525,32154.540890552267,64964.06345698948,31138.117138300604,215149740.8134825,31137.684600912537,37941876.15589155,195795.13954072725,21796.379220638773,286802.098468681,265,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested1998,Aug04v1,CONUS,-1,17,1998,-1,-1,-1,174895.80803271034,65706.54073147131,13647.000109859006,286802.098468681,1.0,0.0
669,300332.9057077626,159.30310568363197,106053.01883529797,0,0.0,0.26952310198963475,231234.6038211817,0.30253755292724566,1212247.2305480468,150977.5556755956,3260.688924586534,42179.80970285675,64964.06345698948,30859.69615040714,215149740.8134825,30858.9867201846,62230721.39649951,195795.13954072725,21601.29070412922,70336.12192549015,10,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested1999,Aug04v1,CONUS,-1,17,1999,-1,-1,-1,40018.837517447086,106053.01883529797,159.30310568363197,70336.12192549015,1.0,0.0
507,303179.88342440804,272.9949514854236,87780.6603342789,0,0.0,0.26564944974459803,231234.6038211817,0.29142427094198037,1212247.2305480468,150977.5556755956,3907.312977613884,41250.14233992316,64964.06345698948,32369.09100899472,215149740.8134825,32368.715688413962,32922858.02947338,195795.13954072725,22658.10098188977,93261.15105460119,12,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2000,Aug04v1,CONUS,-1,17,2000,-1,-1,-1,41155.75854167014,87780.6603342789,272.9949514854236,93261.15105460119,1.0,0.0
1653,300386.00776255707,101.02670547232249,76985.53898776638,0,0.0,0.2665236620306841,231234.6038211817,0.28209007728539764,1212247.2305480468,150977.5556755956,3704.3112803779977,42847.126560927296,64964.06345698948,35561.6467092544,215149740.8134825,35560.75765021111,77987635.52754149,195795.13954072725,24892.530355147777,69780.04386294715,10,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2001,Aug04v1,CONUS,-1,17,2001,-1,-1,-1,39436.08150852421,76985.53898776638,101.02670547232249,69780.04386294715,1.0,0.0
914,306273.04497716896,115.89005460070348,84161.28241074516,0,0.0,0.2699333133065723,231234.6038211817,0.2919699785137299,1212247.2305480468,150977.5556755956,3887.4346300449392,38572.80992568981,64964.06345698948,35146.14082897701,215149740.8134825,35145.50728143556,55574345.851568535,195795.13954072725,24601.855097004885,77920.96100302855,6,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2002,Aug04v1,CONUS,-1,17,2002,-1,-1,-1,39584.71429362688,84161.28241074516,115.89005460070348,77920.96100302855,1.0,0.0
1130,301020.0848173516,2032.3659255124799,72385.95136100896,0,0.0,0.26609755344689456,231234.6038211817,0.2770270805637365,1212247.2305480468,150977.5556755956,4165.3469672899055,31197.520972906033,64964.06345698948,35025.996893125775,215149740.8134825,35025.282987344806,62623314.13004523,195795.13954072725,24517.69809114137,172165.04754206908,73,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2003,Aug04v1,CONUS,-1,17,2003,-1,-1,-1,58749.472798443705,72385.95136100896,2032.3659255124799,172165.04754206908,1.0,0.0
579,298534.8805783242,36.07065153100518,82526.62327674638,0,0.0,0.2630067437968984,231234.6038211817,0.2837104588029233,1212247.2305480468,150977.5556755956,3519.6334833038145,38300.51726667665,64964.06345698948,32016.226018871155,215149740.8134825,32015.59532512358,55324013.05552307,195795.13954072725,22410.916727586504,39980.503869521606,4,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2004,Aug04v1,CONUS,-1,17,2004,-1,-1,-1,38786.51494207671,82526.62327674638,36.07065153100518,39980.503869521606,1.0,0.0
1566,306573.67842465756,8223.729917292088,74156.04246653928,0,0.0,0.263908294234211,231234.6038211817,0.2778754068242968,1212247.2305480468,150977.5556755956,4726.136365698664,32184.836001844873,64964.06345698948,34103.264545732796,215149740.8134825,34102.85996365521,35489655.93951222,195795.13954072725,23872.001974558654,263768.701430083,172,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2005,Aug04v1,CONUS,-1,17,2005,-1,-1,-1,120663.11114781135,74156.04246653928,8223.729917292088,263768.701430083,1.0,0.0
1000,301608.11278538813,2621.0628001565574,89298.75841108114,0,0.0,0.2662303199285058,231234.6038211817,0.29154296017985637,1212247.2305480468,150977.5556755956,4036.3693130297884,35623.632031905036,64964.06345698948,36027.118840847375,215149740.8134825,36025.991008270095,98932682.37380898,195795.13954072725,25218.193705789065,188200.39992084278,92,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2006,Aug04v1,CONUS,-1,17,2006,-1,-1,-1,64636.443246502036,89298.75841108114,2621.0628001565574,188200.39992084278,1.0,0.0
384,308302.8090182648,2940.0271669302974,84014.41134663105,0,0.0,0.2674591808935575,231234.6038211817,0.29241424879911904,1212247.2305480468,150977.5556755956,3454.153648862326,30681.46074894366,64964.06345698948,36457.962738566544,215149740.8134825,36457.07407631058,77952829.48489909,195795.13954072725,25519.951853417402,216760.60282445874,85,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2007,Aug04v1,CONUS,-1,17,2007,-1,-1,-1,67826.08764684148,84014.41134663105,2940.0271669302974,216760.60282445874,1.0,0.0
1646,304088.1985428051,69.36988978578678,109366.3789214671,0,0.0,0.2707288729496559,231234.6038211817,0.3112675948006041,1212247.2305480468,150977.5556755956,3480.1193124014685,35661.167742029415,64964.06345698948,35909.03378387994,215149740.8134825,35908.19998384012,73140354.51082805,195795.13954072725,25135.73998868808,59875.259133005806,6,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2008,Aug04v1,CONUS,-1,17,2008,-1,-1,-1,39119.51394225555,109366.3789214671,69.36988978578678,59875.259133005806,1.0,0.0
1502,300992.27808219177,80.1377639901177,86986.79828177288,0,0.0,0.2671937081846535,231234.6038211817,0.2914569861661884,1212247.2305480468,150977.5556755956,3336.841215324946,39937.76484885476,64964.06345698948,36827.597617824584,215149740.8134825,36826.62952609968,84920326.9149933,195795.13954072725,25778.640668269774,54845.210848360206,7,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2009,Aug04v1,CONUS,-1,17,2009,-1,-1,-1,39227.19424576338,86986.79828177288,80.1377639901177,54845.210848360206,1.0,0.0
1640,314756.4660958904,8974.240208484556,84203.8674494493,0,0.0,0.265923764832733,231234.6038211817,0.2921084441681488,1212247.2305480468,150977.5556755956,3840.3659903060015,28112.217547699667,64964.06345698948,34567.638654256676,215149740.8134825,34567.17870209331,40346681.00811236,195795.13954072725,24197.025091465315,281567.300420175,194,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2010,Aug04v1,CONUS,-1,17,2010,-1,-1,-1,128168.21484913322,84203.8674494493,8974.240208484556,281567.300420175,1.0,0.0
423,310507.2966894977,903.5839235181048,108766.30855572721,0,0.0,0.2715464541660344,231234.6038211817,0.31382565288911207,1212247.2305480468,150977.5556755956,3584.195883023051,31035.950819314112,64964.06345698948,33567.06622803295,215149740.8134825,33566.209384359674,75161725.83692046,195795.13954072725,23496.346569051766,146891.4392721402,55,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2011,Aug04v1,CONUS,-1,17,2011,-1,-1,-1,47461.650298217755,108766.30855572721,903.5839235181048,146891.4392721402,1.0,0.0
1120,304626.139571949,223.3264724823775,90271.70668671872,0,0.0,0.27001853277040194,231234.6038211817,0.29619830568552274,1212247.2305480468,150977.5556755956,3904.4066305607234,43463.20013685116,64964.06345698948,36226.709649775374,215149740.8134825,36225.80545223582,79315573.80144772,195795.13954072725,25358.063816565078,74534.64534724595,19,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2012,Aug04v1,CONUS,-1,17,2012,-1,-1,-1,40659.08030922115,90271.70668671872,223.3264724823775,74534.64534724595,1.0,0.0
227,305395.1433789954,22.29645803233542,84531.88968845845,0,0.0,0.2691500907322936,231234.6038211817,0.2916084347454845,1212247.2305480468,150977.5556755956,3909.7576623148534,39444.95221288119,64964.06345698948,34860.00427109468,215149740.8134825,34858.95211812252,92294120.54706329,195795.13954072725,24401.26648268576,48829.24309081457,1,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2013,Aug04v1,CONUS,-1,17,2013,-1,-1,-1,38648.77784121803,84531.88968845845,22.29645803233542,48829.24309081457,1.0,0.0
520,305191.95707762556,0.0,109926.33226522016,0,0.0,0.2650796826455621,231234.6038211817,0.3124546051342735,1212247.2305480468,150977.5556755956,3546.1730207587375,37705.41426504917,64964.06345698948,33702.44334354065,215149740.8134825,33701.785723505374,57685968.12074416,195795.13954072725,23591.250006453763,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2014,Aug04v1,CONUS,-1,17,2014,-1,-1,-1,38425.81129331727,109926.33226522016,0.0,0.0,1.0,0.0
843,305580.20993150683,3719.6836094533664,67985.80629498624,0,0.0,0.2605947335874114,231234.6038211817,0.2772280830048403,1212247.2305480468,150977.5556755956,5713.152851591914,32977.080359993495,64964.06345698948,35474.111798647085,215149740.8134825,35473.2864687062,72397363.25179963,195795.13954072725,24831.300528094343,217774.82954800266,92,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2015,Aug04v1,CONUS,-1,17,2015,-1,-1,-1,75622.65039956992,67985.80629498624,3719.6836094533664,217774.82954800266,1.0,0.0
1213,307092.93522313295,226.84779098091173,89700.18007412863,0,0.0,0.26490610678651355,231234.6038211817,0.2978223001247438,1212247.2305480468,150977.5556755956,3845.083144150791,44636.979354072486,64964.06345698948,34718.80336890322,215149740.8134825,34717.95469417537,74445151.71248445,195795.13954072725,24302.568285922767,51765.402158781944,24,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2016,Aug04v1,CONUS,-1,17,2016,-1,-1,-1,40694.29093080469,89700.18007412863,226.84779098091173,51765.402158781944,1.0,0.0
196,312238.38778538816,6858.5787048660695,68226.21596299711,0,0.0,0.26412747334661285,231234.6038211817,0.27867265294554433,1212247.2305480468,150977.5556755956,4006.2124361551123,35113.76454536617,64964.06345698948,34099.13164979911,215149740.8134825,34098.616721826955,45169120.378014736,195795.13954072725,23869.031705278867,259876.53798126295,149,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2018,Aug04v1,CONUS,-1,17,2018,-1,-1,-1,107011.59901644799,68226.21596299711,6858.5787048660695,259876.53798126295,1.0,0.0
1307,308819.6184931507,14.341840579823923,77551.64424507368,0,0.0,0.2641655045338622,231234.6038211817,0.2897661834580256,1212247.2305480468,150977.5556755956,3835.699948501746,44763.466377745724,64964.06345698948,35093.54804813476,215149740.8134825,35092.55433406436,87167901.08242597,195795.13954072725,24564.788033845052,28912.65600267265,2,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2019,Aug04v1,CONUS,-1,17,2019,-1,-1,-1,38569.23206375824,77551.64424507368,14.341840579823923,28912.65600267265,1.0,0.0
804,304589.92076502735,90.18701878554887,98558.35951607155,0,0.0,0.27182205867777515,231234.6038211817,0.3004261049920211,1212247.2305480468,150977.5556755956,3346.9707888388293,39220.82724368034,64964.06345698948,32411.961763547682,215149740.8134825,32411.19628959031,67146838.49896327,195795.13954072725,22687.837402713216,37424.53792185336,13,0.0,optimal,nYrs_20210220_SWBPGP_DYrs17_Tested2020,Aug04v1,CONUS,-1,17,2020,-1,-1,-1,39327.67928727857,98558.35951607155,90.18701878554887,37424.53792185336,1.0,0.0
55,301977.5055936073,0.0,96828.66057148413,0,0.0,0.2674545444406294,321634.482172864,0.28379868260612123,1172612.4444845372,248528.2147000045,5954.727482382958,75096.96895610112,60808.27595635137,26544.581306462063,146735362.6656207,26544.28077485111,26362422.058623426,239309.8975154409,18580.99654239578,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1979,Aug04v1,CONUS,-1,18,1979,-1,-1,-1,41991.590067487945,96828.66057148413,0.0,0.0,1.0,0.0
701,309578.18920765026,0.0,73364.19454016325,0,0.0,0.26395246787924637,321634.482172864,0.27400936253503594,1172612.4444845372,248528.2147000045,5782.0378080135015,77330.43879124218,60808.27595635137,31043.04300107693,146735362.6656207,31042.703098642167,29816003.100818343,239309.8975154409,21729.892169049515,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1980,Aug04v1,CONUS,-1,18,1980,-1,-1,-1,41991.59771484526,73364.19454016325,0.0,0.0,1.0,0.0
910,302284.44771689497,6882.05125529896,79764.96781825203,0,0.0,0.25912471314351126,321634.482172864,0.2701820545982502,1172612.4444845372,248528.2147000045,9467.420619644021,45185.08850746476,60808.27595635137,32861.79524352236,146735362.6656207,32861.34472691202,39519000.90775017,239309.8975154409,23002.941308838414,218283.9149003903,170,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1981,Aug04v1,CONUS,-1,18,1981,-1,-1,-1,110812.11335963626,79764.96781825203,6882.05125529896,218283.9149003903,1.0,0.0
18,299633.2605022831,1363.5054579209686,89924.28618369806,0,0.0,0.2566909347760672,321634.482172864,0.27972785144362056,1172612.4444845372,248528.2147000045,5764.252175211262,56927.010024346775,60808.27595635137,29835.718864095667,146735362.6656207,29835.123110803797,52259060.762322046,239309.8975154409,20884.586177562658,180748.91562039478,45,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1982,Aug04v1,CONUS,-1,18,1982,-1,-1,-1,55626.65024142482,89924.28618369806,1363.5054579209686,180748.91562039478,1.0,0.0
338,305800.8093607306,3585.6213127226906,68799.24317584846,0,0.0,0.25458505936381387,321634.482172864,0.2675755547752008,1172612.4444845372,248528.2147000045,6393.982441550805,61531.02215380221,60808.27595635137,32830.96922100707,146735362.6656207,32830.261271631665,62100822.40262907,239309.8975154409,22981.182890142165,286836.98098170594,64,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1983,Aug04v1,CONUS,-1,18,1983,-1,-1,-1,77847.81388128911,68799.24317584846,3585.6213127226906,286836.98098170594,1.0,0.0
1546,300952.78608834243,840.3107601802046,93154.85826275309,0,0.0,0.2595475552552688,321634.482172864,0.28445890763276277,1172612.4444845372,248528.2147000045,5683.364188859684,59840.62328243843,60808.27595635137,31760.26850057115,146735362.6656207,31759.709959799427,48994804.60233435,239309.8975154409,22231.796971859596,149532.43853506117,35,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1984,Aug04v1,CONUS,-1,18,1984,-1,-1,-1,50394.70653577761,93154.85826275309,840.3107601802046,149532.43853506117,1.0,0.0
1643,304312.90342465753,0.0,102068.52859356724,0,0.0,0.2627501869639085,321634.482172864,0.29012179959123024,1172612.4444845372,248528.2147000045,5690.826058084566,65401.074807336736,60808.27595635137,24287.70217566178,146735362.6656207,24287.481650292502,19344330.67280087,239309.8975154409,17001.23715520475,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1985,Aug04v1,CONUS,-1,18,1985,-1,-1,-1,41991.58623084943,102068.52859356724,0.0,0.0,1.0,0.0
1263,301565.7832191781,1226.3323082289223,76226.20302200741,0,0.0,0.2586173468685507,321634.482172864,0.2717274504417589,1172612.4444845372,248528.2147000045,6739.221304315804,55237.67284841385,60808.27595635137,33621.623490262406,146735362.6656207,33621.02059335721,52885693.43793394,239309.8975154409,23534.714415350045,138936.60451829803,49,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1986,Aug04v1,CONUS,-1,18,1986,-1,-1,-1,54254.92518053721,76226.20302200741,1226.3323082289223,138936.60451829803,1.0,0.0
1461,303652.43230593606,4263.209209617784,54889.94850126593,0,0.0,0.26164664662124054,321634.482172864,0.2502367280831821,1172612.4444845372,248528.2147000045,5612.176182638363,63117.877269460456,60808.27595635137,31131.337145101345,146735362.6656207,31130.71671675777,54423538.909492835,239309.8975154409,21791.50170173044,223990.59703090542,112,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1987,Aug04v1,CONUS,-1,18,1987,-1,-1,-1,84623.68996092677,54889.94850126593,4263.209209617784,223990.59703090542,1.0,0.0
743,307889.9653916211,2614.0433045722734,100514.46562560508,0,0.0,0.2648600958818636,321634.482172864,0.293708643783056,1172612.4444845372,248528.2147000045,6157.857537131421,59644.28659890422,60808.27595635137,31731.871639939483,146735362.6656207,31731.359257102507,44945862.95567733,239309.8975154409,22211.951479971754,228107.1689862365,63,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1988,Aug04v1,CONUS,-1,18,1988,-1,-1,-1,68132.03193145596,100514.46562560508,2614.0433045722734,228107.1689862365,1.0,0.0
1664,304674.93972602737,98.99993675316627,69859.1177003619,0,0.0,0.2680103812356238,321634.482172864,0.26686745988252775,1172612.4444845372,248528.2147000045,5649.577823756847,76326.19328456366,60808.27595635137,33036.45313538367,146735362.6656207,33035.835437718604,54184005.80622935,239309.8975154409,23125.08480640302,68009.06865045361,7,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1989,Aug04v1,CONUS,-1,18,1989,-1,-1,-1,42981.6004709797,69859.1177003619,98.99993675316627,68009.06865045361,1.0,0.0
1375,298942.67237442924,1006.8049923149212,104330.85869356497,0,0.0,0.2638806293628622,321634.482172864,0.28719262977639115,1172612.4444845372,248528.2147000045,4632.630171146887,58427.17585270459,60808.27595635137,25881.144502481016,146735362.6656207,25880.591866525076,48476838.30845223,239309.8975154409,18116.41430656755,223349.38049700827,26,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1990,Aug04v1,CONUS,-1,18,1990,-1,-1,-1,52059.6388626181,104330.85869356497,1006.8049923149212,223349.38049700827,1.0,0.0
1608,304121.599086758,0.0,79200.06889023441,0,0.0,0.26104045964163736,321634.482172864,0.27603138109639325,1172612.4444845372,248528.2147000045,6027.604648943732,68801.7525330134,60808.27595635137,32453.675417145085,146735362.6656207,32453.020198524937,57475317.65764688,239309.8975154409,22717.11413896746,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1991,Aug04v1,CONUS,-1,18,1991,-1,-1,-1,41991.600112699656,79200.06889023441,0.0,0.0,1.0,0.0
1158,293797.0072859745,0.0,69565.77790264283,0,0.0,0.25685292529445597,321634.482172864,0.2574973631627926,1172612.4444845372,248528.2147000045,6124.700017834798,80133.32346206138,60808.27595635137,28154.95852130049,146735362.6656207,28154.56715844705,34330074.92463492,239309.8975154409,19708.197010912932,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1992,Aug04v1,CONUS,-1,18,1992,-1,-1,-1,41991.59280506562,69565.77790264283,0.0,0.0,1.0,0.0
1107,303858.71552511415,0.0,91894.90873753256,0,0.0,0.2629793135138621,321634.482172864,0.2832842066866996,1172612.4444845372,248528.2147000045,7188.083383036041,66554.58763959381,60808.27595635137,27742.719230952654,146735362.6656207,27742.420461102054,26207881.67788915,239309.8975154409,19419.69432277144,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1993,Aug04v1,CONUS,-1,18,1993,-1,-1,-1,41991.59210432365,91894.90873753256,0.0,0.0,1.0,0.0
829,300165.1826484018,0.0,98935.12910166041,0,0.0,0.26459623972049845,321634.482172864,0.2837906342836385,1172612.4444845372,248528.2147000045,5140.8052830730585,69163.91903077846,60808.27595635137,24990.3040916498,146735362.6656207,24990.01615022573,25258019.70113438,239309.8975154409,17493.011305158012,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1994,Aug04v1,CONUS,-1,18,1994,-1,-1,-1,41991.58742522549,98935.12910166041,0.0,0.0,1.0,0.0
1334,304597.7723744292,1310.8304243602545,83294.63041671,0,0.0,0.26352530192303597,321634.482172864,0.2796362636824091,1172612.4444845372,248528.2147000045,7902.3154489389635,52515.01874177717,60808.27595635137,34592.63803180402,146735362.6656207,34592.08357343173,48636699.32417864,239309.8975154409,24214.45850140221,151009.76771917802,42,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1995,Aug04v1,CONUS,-1,18,1995,-1,-1,-1,55099.90799260916,83294.63041671,1310.8304243602545,151009.76771917802,1.0,0.0
1440,302336.11839708564,152.39632619794793,113078.49715283641,0,0.0,0.26656098729092004,321634.482172864,0.30071228894722724,1172612.4444845372,248528.2147000045,4978.00990711416,58029.09651346607,60808.27595635137,30934.261037439515,146735362.6656207,30933.714773814372,47917861.940892555,239309.8975154409,21653.60034167006,128668.84309494295,4,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1996,Aug04v1,CONUS,-1,18,1996,-1,-1,-1,43515.560791750955,113078.49715283641,152.39632619794793,128668.84309494295,1.0,0.0
1575,298511.59600456624,0.0,104652.74757968617,0,0.0,0.26346008016396294,321634.482172864,0.28956515566065244,1172612.4444845372,248528.2147000045,5862.293743114899,65565.22839368909,60808.27595635137,28094.454338802734,146735362.6656207,28094.030506321156,37178287.92410434,239309.8975154409,19665.821354424803,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1997,Aug04v1,CONUS,-1,18,1997,-1,-1,-1,41991.592702185786,104652.74757968617,0.0,0.0,1.0,0.0
70,302805.7374429224,6517.126296112918,71673.09539764465,0,0.0,0.2647134692583764,321634.482172864,0.2613096450421656,1172612.4444845372,248528.2147000045,5426.703723886366,56325.84409235618,60808.27595635137,31555.21726281998,146735362.6656207,31554.65717463692,49130542.371550456,239309.8975154409,22088.260022245846,282260.6623179519,149,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1998,Aug04v1,CONUS,-1,18,1998,-1,-1,-1,107162.86154651656,71673.09539764465,6517.126296112918,282260.6623179519,1.0,0.0
1045,300332.9057077626,0.0,123194.22415814141,0,0.0,0.26952310198963475,321634.482172864,0.30253755292724566,1172612.4444845372,248528.2147000045,4136.723934822457,60558.85777165565,60808.27595635137,23964.046538384217,146735362.6656207,23963.66872014781,33141950.621647388,239309.8975154409,16774.568104103466,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested1999,Aug04v1,CONUS,-1,18,1999,-1,-1,-1,41991.58568052474,123194.22415814141,0.0,0.0,1.0,0.0
648,303179.88342440804,21.120677316869966,104267.08060729555,0,0.0,0.26564944974459803,321634.482172864,0.29142427094198037,1172612.4444845372,248528.2147000045,7974.20841877345,66079.82612059763,60808.27595635137,25882.165713770777,146735362.6656207,25881.96177293242,17889547.254926395,239309.8975154409,18117.373241052697,26099.93642001986,2,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2000,Aug04v1,CONUS,-1,18,2000,-1,-1,-1,42202.79571461775,104267.08060729555,21.120677316869966,26099.93642001986,1.0,0.0
980,300386.00776255707,0.0,95472.99642221544,0,0.0,0.2665236620306841,321634.482172864,0.28209007728539764,1172612.4444845372,248528.2147000045,7769.19819302168,67260.29777922307,60808.27595635137,27152.166102811327,146735362.6656207,27151.813384098245,30940238.04328184,239309.8975154409,19006.26936886877,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2001,Aug04v1,CONUS,-1,18,2001,-1,-1,-1,41991.59110034556,95472.99642221544,0.0,0.0,1.0,0.0
218,306273.04497716896,14.533037289373791,102189.77434736231,0,0.0,0.2699333133065723,321634.482172864,0.2919699785137299,1172612.4444845372,248528.2147000045,7309.220417964461,60492.0420336706,60808.27595635137,27349.691987910817,146735362.6656207,27349.415585070332,24245863.243793562,239309.8975154409,19144.590909549228,31827.3516637286,1,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2002,Aug04v1,CONUS,-1,18,2002,-1,-1,-1,42136.921809086736,102189.77434736231,14.533037289373791,31827.3516637286,1.0,0.0
1491,301020.0848173516,0.0,87221.27569733403,0,0.0,0.26609755344689456,321634.482172864,0.2770270805637365,1172612.4444845372,248528.2147000045,5478.597920416938,69918.9632222646,60808.27595635137,29620.159705899503,146735362.6656207,29619.762030397385,34883816.03549111,239309.8975154409,20733.83342127817,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2003,Aug04v1,CONUS,-1,18,2003,-1,-1,-1,41991.59529590322,87221.27569733403,0.0,0.0,1.0,0.0
863,298534.8805783242,0.0,100212.07297265508,0,0.0,0.2630067437968984,321634.482172864,0.2837104588029233,1172612.4444845372,248528.2147000045,4830.8117788819045,70468.03930791187,60808.27595635137,24691.821338662423,146735362.6656207,24691.53057929355,25505207.840864588,239309.8975154409,17284.071405505485,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2004,Aug04v1,CONUS,-1,18,2004,-1,-1,-1,41991.586917802844,100212.07297265508,0.0,0.0,1.0,0.0
962,306573.67842465756,1913.6902987313754,80056.40593205992,0,0.0,0.263908294234211,321634.482172864,0.2778754068242968,1172612.4444845372,248528.2147000045,8785.750862882058,59903.82465224526,60808.27595635137,34352.92866904563,146735362.6656207,34352.42709312956,43997887.37536723,239309.8975154409,24046.69896519069,259814.09977989364,42,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2005,Aug04v1,CONUS,-1,18,2005,-1,-1,-1,61128.50632885148,80056.40593205992,1913.6902987313754,259814.09977989364,1.0,0.0
983,301608.11278538813,3333.2010376076837,109535.54890747153,0,0.0,0.2662303199285058,321634.482172864,0.29154296017985637,1172612.4444845372,248528.2147000045,4784.4036557977615,52181.57757987505,60808.27595635137,26288.076000497247,146735362.6656207,26287.544065003513,46661008.29218387,239309.8975154409,18401.280845502457,230764.63226384754,74,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2006,Aug04v1,CONUS,-1,18,2006,-1,-1,-1,75323.60000734378,109535.54890747153,3333.2010376076837,230764.63226384754,1.0,0.0
7,308302.8090182648,0.0,96879.9380511933,0,0.0,0.2674591808935575,321634.482172864,0.29241424879911904,1172612.4444845372,248528.2147000045,5683.8578345765745,63236.68959502948,60808.27595635137,31702.128694564668,146735362.6656207,31701.51785881011,53582083.82744837,239309.8975154409,22191.062501167078,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs18_Tested2007,Aug04v1,CONUS,-1,18,2007,-1,-1,-1,41991.59883510129,96879.9380511933,0.0,0.0,1.0,0.0
