Unnamed: 0,demand series,natgas capacity,solar series,solar capacity,wind series,wind capacity,storage capacity,to_PGP capacity,PGP_storage capacity,from_PGP capacity,status,name,date,region,n_years,opt_years,test_years,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
3511,304160.9098267214,0,0.2658852913850547,339994.2009484373,0.28466288363388503,1137398.5841921158,276655.92342418124,55506.514529795066,266025172.53373063,249686.0916584106,optimal,nYrs_20210220_SWBPGP_iter00280,Jan29v1,CONUS,4,98-07-20-84,-1,-1,-1,42774.73551939555,85608.54041617349,0.0,0.0,1.0,0.0
3430,302979.24706452346,0,0.2647149050890389,393558.3869457346,0.27762330711405075,1033547.4028122174,508676.6696869714,56278.70021617831,205293809.39005712,205481.57356096595,optimal,nYrs_20210220_SWBPGP_iter00460,Jan29v1,CONUS,4,98-09-80-04,-1,-1,-1,40827.040290475954,64317.38193984268,0.0,0.0,1.0,0.0
3262,303385.397073922,0,0.2632139910131924,323333.213720305,0.2844648513018965,1164745.3835409295,287808.01283782365,59245.75873323748,245770647.4305244,245717.54106220356,optimal,nYrs_20210220_SWBPGP_iter00400,Jan29v1,CONUS,4,98-14-95-84,-1,-1,-1,42869.518173756296,87619.70772976756,0.0,0.0,1.0,0.0
3366,304972.1250284997,0,0.26764891105097416,396695.1466571993,0.2878071240733435,1019886.3639061813,317382.1099016018,57738.11340305046,219521346.62085575,217607.24370893426,optimal,nYrs_20210220_SWBPGP_iter00454,Jan29v1,CONUS,4,98-16-13-20,-1,-1,-1,40061.36864545601,70145.26210242415,0.0,0.0,1.0,0.0
3224,304497.3515981735,0,0.2641979889154824,400153.3473009894,0.2776518983721621,1058618.374525892,242524.40451465425,71467.30289958867,190994528.97169235,224808.817409478,optimal,nYrs_20210220_SWBPGP_iter00371,Jan29v1,CONUS,4,98-17-05-05,-1,-1,-1,40971.85177460563,65765.09424323817,0.0,0.0,1.0,0.0
3232,302024.4063356164,0,0.26390154588006953,361225.398437458,0.283042802301919,1079407.7345826365,228220.6389891591,58484.69363278277,284326175.3378748,228916.07775214198,optimal,nYrs_20210220_SWBPGP_iter00218,Jan29v1,CONUS,4,98-90-85-17,-1,-1,-1,40762.143063009935,72396.52181433102,0.0,0.0,1.0,0.0
3437,303699.7472051107,0,0.2634080892479952,396514.6612319153,0.2804619549472237,1033212.6742586448,172402.86908562394,74108.99551871103,250412193.98415667,249223.857162166,optimal,nYrs_20210220_SWBPGP_iter00060,Jan29v1,CONUS,4,98-97-15-88,-1,-1,-1,41736.57365155232,61876.198256323274,0.0,0.0,1.0,0.0
3460,301525.14412100456,0,0.2650853907803362,321781.81642069377,0.2739957820877762,1181849.4808162816,373782.1154711013,55640.10290106493,286427653.28516924,201288.61651026874,optimal,nYrs_20210220_SWBPGP_iter00444,Jan29v1,CONUS,4,98-97-79-98,-1,-1,-1,41181.49754954797,83565.37203929719,0.0,0.0,1.0,0.0
3379,301272.608533105,0,0.26484439503681145,359264.740510688,0.279416181424142,1108996.2601327666,115826.60823803152,60969.27373107459,288179452.05035496,254953.9816740773,optimal,nYrs_20210220_SWBPGP_iter00418,Jan29v1,CONUS,4,99-01-86-98,-1,-1,-1,42003.09027434768,78162.05143601769,0.0,0.0,1.0,0.0
3231,304514.0691307324,0,0.26763206884130497,298810.82129910967,0.2981886190787633,1107995.0925960804,282197.7808848545,58371.50727248168,256193631.06365705,253953.30296807442,optimal,nYrs_20210220_SWBPGP_iter00131,Jan29v1,CONUS,4,99-02-11-84,-1,-1,-1,42047.4626366101,78350.60677601898,0.0,0.0,1.0,0.0
3656,301709.8505874972,0,0.264136630840273,330287.9501559664,0.2863890652163885,1086927.6397070584,296556.5876558073,55518.73018851775,201601524.88426405,212890.8909039855,optimal,nYrs_20210220_SWBPGP_iter00150,Jan29v1,CONUS,4,99-04-91-93,-1,-1,-1,39578.74408168516,73075.5334104821,0.0,0.0,1.0,0.0
3193,303388.1808977869,0,0.2656862417604429,382130.61996785534,0.2928171696884307,988474.7480072769,132235.17283815506,73534.81396706987,243186811.75490636,344711.07983950025,optimal,nYrs_20210220_SWBPGP_iter00257,Jan29v1,CONUS,4,99-05-85-96,-1,-1,-1,46048.392808385324,58977.897145153176,0.0,0.0,1.0,0.0
3235,306908.2451484018,0,0.2678138047308833,304844.52539119485,0.3005046961955989,1089325.1286730904,58910.627971096175,71716.55741899795,250752545.20500958,282670.4402922496,optimal,nYrs_20210220_SWBPGP_iter00173,Jan29v1,CONUS,4,99-10-11-17,-1,-1,-1,42317.378709781115,72890.55117879473,0.0,0.0,1.0,0.0
3333,306264.0239440639,0,0.26816289348572786,303446.6050313647,0.2947086353420058,1128249.08483443,246889.3831934025,55016.12340382709,245591700.04225135,245414.47211386447,optimal,nYrs_20210220_SWBPGP_iter00071,Jan29v1,CONUS,4,99-11-18-79,-1,-1,-1,41525.73008580269,83304.04571135053,0.0,0.0,1.0,0.0
3565,304097.47515970794,0,0.2683292335650684,376807.4002251454,0.29583281908859405,987735.3203445124,271752.0841701673,69245.66899648224,250421785.73910093,231078.2484668596,optimal,nYrs_20210220_SWBPGP_iter00262,Jan29v1,CONUS,4,99-13-05-08,-1,-1,-1,40218.336068992634,61832.68076938733,0.0,0.0,1.0,0.0
3638,303437.5592751141,0,0.2622411982189977,396237.15112212545,0.285222081376294,1002549.5385617573,192394.06698623893,70711.48685927995,263016539.90319863,248681.2252413168,optimal,nYrs_20210220_SWBPGP_iter00461,Jan29v1,CONUS,4,99-83-15-17,-1,-1,-1,41286.49380115042,57173.30027481853,0.0,0.0,1.0,0.0
3401,302838.6296707678,0,0.2673014825869509,324579.4278051829,0.2950906034121619,1069484.1510739466,247780.6703536255,58275.73603595997,234226049.29036784,239697.70065141885,optimal,nYrs_20210220_SWBPGP_iter00007,Jan29v1,CONUS,4,99-88-04-20,-1,-1,-1,40641.00349964978,74441.7602662191,0.0,0.0,1.0,0.0
3240,303607.3295998632,0,0.26575707381666674,358885.9260332,0.2910483377121658,1066087.7933149682,163870.99822470176,63824.249948476914,213732011.34212062,255432.72664461887,optimal,nYrs_20210220_SWBPGP_iter00478,Jan29v1,CONUS,4,99-88-86-12,-1,-1,-1,41513.186163000944,75417.98688801349,0.0,0.0,1.0,0.0
3261,304805.651826484,0,0.26771226962285355,356815.8740166892,0.28769490775332085,1045875.6461769472,191696.72272420366,63011.29870154508,203093988.85954332,293530.4121708188,optimal,nYrs_20210220_SWBPGP_iter00423,Jan29v1,CONUS,4,99-89-13-19,-1,-1,-1,43523.198567493084,66222.33286694567,0.0,0.0,1.0,0.0
3521,303498.1616438356,0,0.2665738068699048,358923.14332651655,0.2857404576378593,1044866.6958431881,190954.77916225613,62706.63704442817,182128904.6490465,293637.43625246873,optimal,nYrs_20210220_SWBPGP_iter00331,Jan29v1,CONUS,4,99-89-94-19,-1,-1,-1,43450.301753036736,64253.68188120199,0.0,0.0,1.0,0.0
3258,298306.3534109057,0,0.2637085284732472,282382.8848883925,0.2827372574386979,1165827.084194607,285647.2596579294,49142.72554432916,220058727.28068623,197792.24451796684,optimal,nYrs_20210220_SWBPGP_iter00348,Jan29v1,CONUS,4,99-90-92-94,-1,-1,-1,39017.401838157595,83413.11503535822,0.0,0.0,1.0,0.0
3102,302849.0781107462,0,0.2650761666579304,344970.76794901444,0.28767312173792925,1046579.3074174841,149732.50208362122,66298.40772627832,195181461.80465463,271840.3774681213,optimal,nYrs_20210220_SWBPGP_iter00473,Jan29v1,CONUS,5,00-00-82-79-02,-1,-1,-1,41866.880001400576,63262.58639921707,0.0,0.0,1.0,0.0
2971,302902.79442619963,0,0.2647354528039045,354241.22520890523,0.2851367510715199,1056856.4251856208,155415.99298064967,63375.20905280083,204048116.4429409,270311.20914254396,optimal,nYrs_20210220_SWBPGP_iter00223,Jan29v1,CONUS,5,00-01-07-91-04,-1,-1,-1,42052.789815429685,66560.78805328457,0.0,0.0,1.0,0.0
2778,303276.88728574035,0,0.26509621338768075,369453.8823139397,0.2841255957992465,1070333.677592695,221214.70283841406,59533.537631426574,270254765.115827,263352.55178209394,optimal,nYrs_20210220_SWBPGP_iter00452,Jan29v1,CONUS,5,00-02-98-00-84,-1,-1,-1,42684.35425911038,73598.35115380121,0.0,0.0,1.0,0.0
2720,305510.9689667762,0,0.2649697313448057,356910.77732462203,0.2928572810471634,1036867.9738400031,159255.0068104131,68965.99023938407,193154931.91306937,271423.8345447154,optimal,nYrs_20210220_SWBPGP_iter00186,Jan29v1,CONUS,5,00-05-14-07-85,-1,-1,-1,42018.61429194719,64656.38410725915,0.0,0.0,1.0,0.0
2962,308870.7567469001,0,0.26593533193640884,328028.5554944005,0.2864838020678267,1125192.620728206,69415.88296447799,68625.00752559112,187698286.98962668,278053.86495608045,optimal,nYrs_20210220_SWBPGP_iter00242,Jan29v1,CONUS,5,00-80-10-12-18,-1,-1,-1,42699.498761368406,72124.10081598286,0.0,0.0,1.0,0.0
2705,302374.75214259664,0,0.2618620500694018,337976.98916565627,0.2838362240914873,1096047.0416589258,201238.6026820912,63891.3692813472,190731310.98844355,264014.9336911932,optimal,nYrs_20210220_SWBPGP_iter00036,Jan29v1,CONUS,5,00-82-80-97-84,-1,-1,-1,42376.01157130351,70077.15874914911,0.0,0.0,1.0,0.0
3066,306623.40978300513,0,0.26571158127976063,374382.85140333563,0.2885879537575761,1054818.0031298788,170102.92331798063,65825.98168348683,286264622.88026184,268637.8534157505,optimal,nYrs_20210220_SWBPGP_iter00374,Jan29v1,CONUS,5,00-88-11-87-88,-1,-1,-1,42719.879726263265,70070.55701370258,0.0,0.0,1.0,0.0
2809,300718.40080233413,0,0.26294014544855043,399992.0801862235,0.2818933541853084,993951.5962875852,127139.48684883745,69660.46198220864,220717004.63083845,344365.6729937952,optimal,nYrs_20210220_SWBPGP_iter00415,Jan29v1,CONUS,5,00-94-96-91-92,-1,-1,-1,46124.82035824621,57402.0807164171,0.0,0.0,1.0,0.0
2967,304216.5140941434,0,0.2629385809967414,358844.41049149656,0.28530742776261103,1055378.6230754906,158869.67600849253,71526.89490422615,200770524.90119588,269997.2606741332,optimal,nYrs_20210220_SWBPGP_iter00234,Jan29v1,CONUS,5,00-95-82-16-05,-1,-1,-1,42374.206823625915,62305.52523251041,0.0,0.0,1.0,0.0
2810,301207.2042510491,0,0.26565093115461325,399795.7325567003,0.282335053901122,996949.7940903995,127591.33728775466,73545.27868516263,242933977.95646068,344176.62251405424,optimal,nYrs_20210220_SWBPGP_iter00199,Jan29v1,CONUS,5,01-04-96-98-79,-1,-1,-1,46379.476615077234,58290.93844823702,0.0,0.0,1.0,0.0
2687,304695.20254376373,0,0.26567664408593444,361234.42842484295,0.29258641437403715,1030464.015118184,187805.57335822843,66222.48492463499,203923358.09821635,251121.90885209411,optimal,nYrs_20210220_SWBPGP_iter00187,Jan29v1,CONUS,5,01-09-16-88-16,-1,-1,-1,40948.270286492036,66017.25779064832,0.0,0.0,1.0,0.0
3044,303828.74883561645,0,0.2632752256849085,404628.0583611282,0.28349279476631983,1005483.3876377732,490065.41563997313,65399.89242403683,211814290.13842824,237213.08061917857,optimal,nYrs_20210220_SWBPGP_iter00235,Jan29v1,CONUS,5,01-11-81-94-83,-1,-1,-1,42600.20923879212,52075.611445506445,0.0,0.0,1.0,0.0
2991,303042.0703196347,0,0.2633350130053004,427039.34128994826,0.2778931397996365,981364.2939033422,474319.93298644654,64754.2047404245,191562618.28120503,240483.8641799775,optimal,nYrs_20210220_SWBPGP_iter00098,Jan29v1,CONUS,5,01-15-81-01-05,-1,-1,-1,42523.600446860015,56017.74089089588,0.0,0.0,1.0,0.0
2905,301821.92008757533,0,0.26600057000597993,304647.3070101207,0.2938862692311477,1115365.651079512,282139.7627451121,53827.78221424857,242111101.24790657,252883.65804103512,optimal,nYrs_20210220_SWBPGP_iter00170,Jan29v1,CONUS,5,01-16-99-99-84,-1,-1,-1,41979.0224751652,83276.70499892504,0.0,0.0,1.0,0.0
2819,304100.46971978823,0,0.2660930604530916,401373.3353378652,0.29198776683303285,984618.948549262,128512.40016629506,74114.59655908271,228834103.71527618,344701.6390785252,optimal,nYrs_20210220_SWBPGP_iter00347,Jan29v1,CONUS,5,01-17-09-96-10,-1,-1,-1,46210.10898591381,61265.268754384284,0.0,0.0,1.0,0.0
2811,303415.3857703541,0,0.2646328596648962,355673.85042311455,0.2929961701745876,1058741.4949252454,171887.55309232813,67351.68387506779,216924211.0132156,249991.66989249203,optimal,nYrs_20210220_SWBPGP_iter00047,Jan29v1,CONUS,5,01-83-06-14-08,-1,-1,-1,41222.91107591091,74500.44373816732,0.0,0.0,1.0,0.0
2774,300295.7109346477,0,0.2631273975841596,348400.1215035492,0.2717958739739849,1102533.9651708014,165583.16855885618,64075.457293838925,233587669.682421,246694.6033290617,optimal,nYrs_20210220_SWBPGP_iter00172,Jan29v1,CONUS,5,01-91-92-98-01,-1,-1,-1,41525.60725027895,65370.41988583939,0.0,0.0,1.0,0.0
2849,304945.54335431487,0,0.2650884400494261,356864.7993671269,0.2802402090649646,1079276.474600877,155151.85732017405,62834.14013885728,213003739.30557433,268558.0261628964,optimal,nYrs_20210220_SWBPGP_iter00395,Jan29v1,CONUS,5,02-00-80-87-17,-1,-1,-1,42360.57880655042,66286.79198553928,0.0,0.0,1.0,0.0
2895,302564.6280348668,0,0.2659601808849236,306966.42540241673,0.287534629017616,1128752.4693286854,284491.273514295,55969.62831235164,216329893.7282448,250940.9367323774,optimal,nYrs_20210220_SWBPGP_iter00388,Jan29v1,CONUS,5,02-01-02-90-84,-1,-1,-1,42109.203697638666,79458.43648202367,0.0,0.0,1.0,0.0
2878,307345.032716895,0,0.26704189367376113,352660.53460783936,0.2894028178474737,1086105.744388838,95150.654495142,67912.11627024964,198416981.06242785,269604.13203131786,optimal,nYrs_20210220_SWBPGP_iter00442,Jan29v1,CONUS,5,02-07-18-07-06,-1,-1,-1,42149.114139781464,74404.24409122489,0.0,0.0,1.0,0.0
2744,303661.96652519173,0,0.2665050481451777,346855.3188947528,0.2835363312162488,1092154.201846946,96390.71765984461,69144.23849319246,260960985.87491024,269063.12372916186,optimal,nYrs_20210220_SWBPGP_iter00076,Jan29v1,CONUS,5,02-08-03-91-98,-1,-1,-1,42413.390921813996,71012.85927469474,0.0,0.0,1.0,0.0
3068,302668.57511415525,0,0.2663378208148107,326440.629067155,0.2884649026662112,1081437.8495121815,98758.7377174082,70898.01456211008,241526781.3277065,270021.7057180607,optimal,nYrs_20210220_SWBPGP_iter00016,Jan29v1,CONUS,5,02-09-09-97-05,-1,-1,-1,42001.44777529923,68412.53827916631,0.0,0.0,1.0,0.0
3041,304675.6380293903,0,0.26560185235136424,318889.7687398281,0.2855303105626566,1126481.7280014341,76307.61827364421,67748.8322177128,242748333.76465547,277569.0795562864,optimal,nYrs_20210220_SWBPGP_iter00236,Jan29v1,CONUS,5,02-10-01-84-03,-1,-1,-1,42782.195283147696,74297.11689668482,0.0,0.0,1.0,0.0
2949,306224.66680357803,0,0.2669118709372505,365346.7461752761,0.290946576320783,1038223.8262172587,165194.30861146346,68976.14812648554,307770519.26264864,270573.44605150307,optimal,nYrs_20210220_SWBPGP_iter00254,Jan29v1,CONUS,5,02-11-95-05-00,-1,-1,-1,42586.96621292042,64564.93394736301,0.0,0.0,1.0,0.0
3037,304711.6199142492,0,0.2668137594035929,327342.27460346534,0.29219152542507204,1088133.218726932,99041.79418792226,64573.9819012044,222235545.95025373,269422.8218562756,optimal,nYrs_20210220_SWBPGP_iter00299,Jan29v1,CONUS,5,02-16-91-79-08,-1,-1,-1,41798.15470114512,74270.6563247907,0.0,0.0,1.0,0.0
3075,305820.44135211525,0,0.26747806259308804,396498.6234980994,0.2961451384831028,975070.5424916645,125831.0887050466,68186.34714082323,228808953.84125763,345556.22936108446,optimal,nYrs_20210220_SWBPGP_iter00135,Jan29v1,CONUS,5,02-19-20-16-96,-1,-1,-1,45810.173178312674,61737.38655586897,0.0,0.0,1.0,0.0
3086,304368.4767479007,0,0.2643380962738073,330205.7682724584,0.28176836694266616,1120218.0580279857,100614.92444958792,66278.56566250332,240001694.95757207,266552.9164442938,optimal,nYrs_20210220_SWBPGP_iter00434,Jan29v1,CONUS,5,02-83-12-91-03,-1,-1,-1,42322.93157466917,71799.46301121222,0.0,0.0,1.0,0.0
2867,303772.1086619204,0,0.2643298068831227,400099.4951640677,0.2877724415792843,1016172.8654698364,129980.57199139436,67995.24162304604,319940314.52778953,342964.51176530914,optimal,nYrs_20210220_SWBPGP_iter00276,Jan29v1,CONUS,5,02-83-91-99-96,-1,-1,-1,46733.386366704726,66673.44155144629,0.0,0.0,1.0,0.0
2916,304688.8271951442,0,0.2628905187168037,327825.54691066145,0.28506238623870633,1125980.194598225,277673.4550959437,58290.28255309077,201620366.4578929,251343.18433348433,optimal,nYrs_20210220_SWBPGP_iter00238,Jan29v1,CONUS,5,02-84-06-19-83,-1,-1,-1,42372.420120792834,77533.49399079602,0.0,0.0,1.0,0.0
2959,301734.4962826127,0,0.26763292994323523,320893.4560121159,0.29316614186824763,1057462.4901475487,98089.90285878873,63925.655759269386,241899946.50367785,272166.24487505684,optimal,nYrs_20210220_SWBPGP_iter00350,Jan29v1,CONUS,5,02-90-04-99-20,-1,-1,-1,41416.28531470471,67985.92056319337,0.0,0.0,1.0,0.0
3170,303384.1544198139,0,0.26592647216120197,351622.4939099175,0.2820804504263298,1118983.9938871178,269024.9997394112,62219.40900316174,217013988.81305856,252358.40425743788,optimal,nYrs_20210220_SWBPGP_iter00192,Jan29v1,CONUS,5,02-98-84-08-98,-1,-1,-1,42801.868065246985,79436.87126221076,0.0,0.0,1.0,0.0
2891,304753.36011415534,0,0.2644990417551142,400233.77597196907,0.2771849930766657,1039112.4564330623,362167.09556845523,68647.02942914299,210848956.51281428,250724.42814187214,optimal,nYrs_20210220_SWBPGP_iter00369,Jan29v1,CONUS,5,02-98-94-18-81,-1,-1,-1,43031.897260471116,62763.002884957365,0.0,0.0,1.0,0.0
2843,300645.2395776318,0,0.2644083463121937,322732.2273006861,0.2851514880493744,1078805.3971713502,99146.1714621333,63924.31832482446,174922236.31270015,270257.17747098143,optimal,nYrs_20210220_SWBPGP_iter00096,Jan29v1,CONUS,5,02-99-04-92-85,-1,-1,-1,41431.262284841716,66386.78070569021,0.0,0.0,1.0,0.0
2976,303966.41488584474,0,0.26776592704133423,358659.26407205756,0.28460981615078423,1058608.513717568,194129.9757936428,64152.06170388215,230782800.67155984,292179.70034783514,optimal,nYrs_20210220_SWBPGP_iter00393,Jan29v1,CONUS,5,02-99-89-79-05,-1,-1,-1,43835.884877306096,67316.97726765282,0.0,0.0,1.0,0.0
2835,302750.9766794451,0,0.2657667859837449,363054.6837731008,0.27913275480507144,1054993.4798000024,192240.44738980368,63741.8996261212,215687562.03932804,292563.1724487149,optimal,nYrs_20210220_SWBPGP_iter00041,Jan29v1,CONUS,5,03-00-93-89-03,-1,-1,-1,43781.12646912264,62432.2204108036,0.0,0.0,1.0,0.0
2882,301899.65569094557,0,0.2656871547162504,378127.358651888,0.2859934761004196,1039918.021338094,201065.0540485814,58819.843926261696,242502864.4014207,234974.1984972854,optimal,nYrs_20210220_SWBPGP_iter00344,Jan29v1,CONUS,5,03-03-85-97-12,-1,-1,-1,40390.642789519734,71399.69366979736,0.0,0.0,1.0,0.0
2784,303042.0646221249,0,0.26335569289277444,351917.9783621563,0.28152822757487106,1071062.6441752294,198592.19146366505,66610.85764836411,223651183.42722917,290858.58029264194,optimal,nYrs_20210220_SWBPGP_iter00250,Jan29v1,CONUS,5,03-04-89-14-83,-1,-1,-1,43949.436667449416,64702.258064667774,0.0,0.0,1.0,0.0
2864,304996.65600456623,0,0.2648404633827374,406103.2625128806,0.2837092917115609,1005722.0792567506,489888.2823052688,66792.62205883121,217540363.82339197,237180.70801591864,optimal,nYrs_20210220_SWBPGP_iter00000,Jan29v1,CONUS,5,03-05-81-95-11,-1,-1,-1,42692.2305407493,60773.12319217954,0.0,0.0,1.0,0.0
3139,300668.5571376415,0,0.26463069982211623,402088.0326779469,0.28453382124168713,987547.3144706538,428361.8508189006,55678.13921452321,193413282.8527724,219703.31417716388,optimal,nYrs_20210220_SWBPGP_iter00436,Jan29v1,CONUS,5,03-09-04-93-90,-1,-1,-1,40393.32400177921,63088.083810875374,0.0,0.0,1.0,0.0
2738,301104.8047801496,0,0.26394615852118164,365320.0040991224,0.2772817810041092,1069688.4855647814,195015.06844288556,63407.11612836051,184801114.5545819,291004.31520660914,optimal,nYrs_20210220_SWBPGP_iter00024,Jan29v1,CONUS,5,03-16-90-92-89,-1,-1,-1,43852.23369474457,66116.48559473961,0.0,0.0,1.0,0.0
3085,302157.50721461186,0,0.2652115387042777,412226.42096560966,0.2847394485271499,987090.6891932864,428322.43773809343,60624.254050188436,163469373.1868186,219361.692318688,optimal,nYrs_20210220_SWBPGP_iter00110,Jan29v1,CONUS,5,03-17-94-05-09,-1,-1,-1,40575.29725061675,60650.6409121003,0.0,0.0,1.0,0.0
3064,303460.13129791897,0,0.2660155964601672,399566.2049870823,0.2845720790660209,1028920.4384915287,418415.2090698908,59456.10804807965,195739727.2525208,216985.54622239922,optimal,nYrs_20210220_SWBPGP_iter00202,Jan29v1,CONUS,5,03-20-09-05-91,-1,-1,-1,40925.402189741966,70316.05246753883,0.0,0.0,1.0,0.0
2850,303158.1045657727,0,0.2657019027659649,349870.6135014918,0.2770845544738992,1080685.4884006532,201269.56054838718,61367.91924822037,229024447.9924822,289837.7913144427,optimal,nYrs_20210220_SWBPGP_iter00210,Jan29v1,CONUS,5,03-79-04-89-80,-1,-1,-1,43871.68452467543,64229.541656345194,0.0,0.0,1.0,0.0
3056,301679.6714585615,0,0.2638529637573298,357784.36873796047,0.2738708192098302,1092817.2964577877,238748.09216660672,59552.83216262161,213533546.0448153,227918.3792024873,optimal,nYrs_20210220_SWBPGP_iter00025,Jan29v1,CONUS,5,03-79-92-98-19,-1,-1,-1,40717.726053783146,67610.94334950537,0.0,0.0,1.0,0.0
2782,302469.8777625571,0,0.2676163468414312,328650.53255307546,0.2933508249293736,1067663.2040025566,245117.14475757768,59027.59679838125,241065399.88784492,230708.81385174106,optimal,nYrs_20210220_SWBPGP_iter00422,Jan29v1,CONUS,5,03-97-79-99-11,-1,-1,-1,40178.54934707853,73769.03250792365,0.0,0.0,1.0,0.0
3168,302683.86747811816,0,0.26476828876338016,412373.29093072674,0.2830210901381721,991020.1930540272,135336.0531208973,75565.05308496473,277809241.32994926,343500.54397009197,optimal,nYrs_20210220_SWBPGP_iter00439,Jan29v1,CONUS,5,04-00-98-05-96,-1,-1,-1,46688.137991931355,57979.672437024514,0.0,0.0,1.0,0.0
2793,302842.34503284073,0,0.2649046312720977,311467.364793643,0.2872653599333218,1130789.4302267765,283618.46172883274,54333.63769441718,265910856.98894265,250645.31529988983,optimal,nYrs_20210220_SWBPGP_iter00227,Jan29v1,CONUS,5,04-02-84-07-94,-1,-1,-1,42313.025950220486,80867.04053649983,0.0,0.0,1.0,0.0
3100,300929.79750821466,0,0.2636571004768601,394640.148754356,0.2835018513129406,1018504.9167230708,187289.8808083929,63055.728761340186,166710925.31300387,237348.58962463983,optimal,nYrs_20210220_SWBPGP_iter00099,Jan29v1,CONUS,5,04-03-91-17-90,-1,-1,-1,40193.89037497187,62852.438770039764,0.0,0.0,1.0,0.0
2910,302127.4908725813,0,0.2651097241369237,417519.3649473713,0.2889981899857357,958100.7553489524,278060.9536461855,64301.96879268205,210384252.2819286,236372.81410944465,optimal,nYrs_20210220_SWBPGP_iter00398,Jan29v1,CONUS,5,04-06-94-17-07,-1,-1,-1,40382.189859871985,59492.310008786924,0.0,0.0,1.0,0.0
2709,301468.0899927021,0,0.2663380805264804,344828.85067505925,0.2855644840868587,1059354.9426198828,197669.3895504536,65445.09861171367,190607561.67278308,292100.5563704448,optimal,nYrs_20210220_SWBPGP_iter00376,Jan29v1,CONUS,5,04-09-97-89-12,-1,-1,-1,43559.42258819405,65434.219471463264,0.0,0.0,1.0,0.0
2946,301096.2271255245,0,0.2673862016555258,376456.3732211935,0.29306864505885805,997314.2769641487,602172.6730936607,51976.027900969355,201227552.11797482,198009.58175933946,optimal,nYrs_20210220_SWBPGP_iter00265,Jan29v1,CONUS,5,04-09-99-09-12,-1,-1,-1,40080.47127403514,69004.42649417407,0.0,0.0,1.0,0.0
2677,303687.5462962963,0,0.26510559953046026,377749.1207387136,0.2877758038491729,1006818.6305974454,112671.44460879512,73886.30344398133,196083051.5764524,255169.72405047185,optimal,nYrs_20210220_SWBPGP_iter00340,Jan29v1,CONUS,5,04-15-85-12-13,-1,-1,-1,40734.77370472569,58399.237066091875,0.0,0.0,1.0,0.0
3142,302268.4481446025,0,0.2655656595965304,385324.7140093673,0.2916028881907534,989832.651871424,112287.94097756836,76683.09818662901,175128435.22904968,255823.10852818095,optimal,nYrs_20210220_SWBPGP_iter00480,Jan29v1,CONUS,5,04-15-97-12-08,-1,-1,-1,40629.13435835811,60063.56802730202,0.0,0.0,1.0,0.0
3052,301917.3497536946,0,0.26160066094717993,395055.37853921216,0.28500427458896466,994093.9671786705,486584.75897735095,64203.10669268004,271704224.60136104,238757.64068477746,optimal,nYrs_20210220_SWBPGP_iter00212,Jan29v1,CONUS,5,04-17-81-16-82,-1,-1,-1,42522.99233165024,58657.608921542174,0.0,0.0,1.0,0.0
2798,306313.3799489145,0,0.2665952940149608,310861.240881073,0.29369637952082456,1110141.9640135707,60998.29349353998,67200.89969673225,234115902.25299183,280492.20847092196,optimal,nYrs_20210220_SWBPGP_iter00301,Jan29v1,CONUS,5,04-19-10-13-08,-1,-1,-1,42409.148355127305,75356.67821014332,0.0,0.0,1.0,0.0
2884,301708.4890987046,0,0.2631652997004766,370786.56428752467,0.2818938374074716,1018647.2364500012,502898.98057866975,61273.754765767335,234088139.80527788,235427.98187075212,optimal,nYrs_20210220_SWBPGP_iter00148,Jan29v1,CONUS,5,04-19-81-04-01,-1,-1,-1,42240.21661678978,58180.97994163506,0.0,0.0,1.0,0.0
2881,304076.28297755885,0,0.2638341802159829,338609.00642159564,0.284053851677392,1106844.2378040245,249688.5827782514,57371.876331342384,223630652.25219157,234853.08390863013,optimal,nYrs_20210220_SWBPGP_iter00152,Jan29v1,CONUS,5,04-19-88-03-91,-1,-1,-1,41106.38559890158,75232.80112148657,0.0,0.0,1.0,0.0
2990,300804.4520229634,0,0.2611917469718321,335072.4805026745,0.2747585514647681,1131661.6433162468,276813.47409780324,55394.010902530674,181227521.06873828,250518.66071307907,optimal,nYrs_20210220_SWBPGP_iter00204,Jan29v1,CONUS,5,04-84-16-92-87,-1,-1,-1,42339.74471148932,72402.17626631811,0.0,0.0,1.0,0.0
3120,303258.9509213647,0,0.2666181001087931,368945.41230286006,0.28460208701975936,1053624.4907963492,190494.97852182714,63210.62655434557,200197206.97420263,292708.3793077801,optimal,nYrs_20210220_SWBPGP_iter00159,Jan29v1,CONUS,5,04-89-07-94-12,-1,-1,-1,43765.89739008123,70129.93284947898,0.0,0.0,1.0,0.0
2909,302717.69209542056,0,0.2635494107704925,356557.70967118884,0.28562711112062417,1048805.6654261672,157855.28950222634,64288.48918221895,183873231.68058285,270647.71675166354,optimal,nYrs_20210220_SWBPGP_iter00088,Jan29v1,CONUS,5,04-91-00-90-19,-1,-1,-1,41952.21890658619,64575.075576419724,0.0,0.0,1.0,0.0
3155,304058.41703196353,0,0.26338545704731153,313916.57735881826,0.28379888189957103,1129459.60488903,61573.035886165686,71920.57345165541,255764484.37370852,278641.1607355371,optimal,nYrs_20210220_SWBPGP_iter00279,Jan29v1,CONUS,5,05-01-82-10-90,-1,-1,-1,42903.551451439955,70421.60437551963,0.0,0.0,1.0,0.0
