BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2016,1,23,12,463739
2016,1,23,13,478856
2016,1,23,14,495520
2016,1,23,15,509928
2016,1,23,16,516578
2016,1,23,17,513731
2016,1,23,18,505643
2016,1,23,19,494705
2016,1,23,20,483360
2016,1,23,21,476779
2016,1,23,22,476727
2016,1,23,23,488300
2016,1,23,24,505374
2016,1,24,1,514019
2016,1,24,2,514024
2016,1,24,3,508962
2016,1,24,4,497824
2016,1,24,5,482754
2016,1,24,6,468555
2016,1,24,7,459947
2016,1,24,8,454182
2016,1,24,9,452194
2016,1,24,10,453163
2016,1,24,11,457622
2016,1,24,12,468618
2016,1,24,13,482809
2016,1,24,14,494739
2016,1,24,15,496332
2016,1,24,16,487392
2016,1,24,17,473672
2016,1,24,18,460203
2016,1,24,19,447336
2016,1,24,20,437481
2016,1,24,21,431504
2016,1,24,22,433670
2016,1,24,23,450881
2016,1,24,24,474596
2016,1,25,1,491726
2016,1,25,2,495962
2016,1,25,3,491171
2016,1,25,4,478100
2016,1,25,5,460344
2016,1,25,6,445039
2016,1,25,7,435449
2016,1,25,8,430084
2016,1,25,9,429371
2016,1,25,10,434477
2016,1,25,11,450562
2016,1,25,12,482964
2016,1,25,13,513254
2016,1,25,14,521833
2016,1,25,15,513400
2016,1,25,16,502803
2016,1,25,17,490218
2016,1,25,18,478418
2016,1,25,19,468443
2016,1,25,20,460520
2016,1,25,21,455084
2016,1,25,22,456462
2016,1,25,23,470804
2016,1,25,24,489971
2016,1,26,1,498882
2016,1,26,2,497920
2016,1,26,3,487578
2016,1,26,4,468214
2016,1,26,5,444306
2016,1,26,6,424224
2016,1,26,7,410463
2016,1,26,8,402333
2016,1,26,9,398895
2016,1,26,10,402129
2016,1,26,11,415301
2016,1,26,12,445595
2016,1,26,13,475322
2016,1,26,14,486896
2016,1,26,15,487445
2016,1,26,16,486455
2016,1,26,17,481157
2016,1,26,18,474019
2016,1,26,19,468079
2016,1,26,20,463872
2016,1,26,21,461239
2016,1,26,22,463887
2016,1,26,23,477148
2016,1,26,24,492997
2016,1,27,1,500249
2016,1,27,2,499113
2016,1,27,3,488910
2016,1,27,4,469326
2016,1,27,5,445534
2016,1,27,6,425309
2016,1,27,7,411719
2016,1,27,8,403198
2016,1,27,9,399404
2016,1,27,10,403381
2016,1,27,11,418666
2016,1,27,12,449958
2016,1,27,13,482253
2016,1,27,14,494454
2016,1,27,15,496472
2016,1,27,16,495410
2016,1,27,17,488754
2016,1,27,18,479322
2016,1,27,19,469952
2016,1,27,20,462707
2016,1,27,21,458018
2016,1,27,22,458984
2016,1,27,23,471783
2016,1,27,24,491721
2016,1,28,1,503795
2016,1,28,2,505618
2016,1,28,3,498533
2016,1,28,4,480798
2016,1,28,5,458328
2016,1,28,6,439388
2016,1,28,7,427549
2016,1,28,8,420148
2016,1,28,9,417062
2016,1,28,10,420727
2016,1,28,11,437126
2016,1,28,12,471427
2016,1,28,13,503404
2016,1,28,14,512040
2016,1,28,15,507622
2016,1,28,16,498829
2016,1,28,17,486539
2016,1,28,18,473213
2016,1,28,19,463101
2016,1,28,20,455087
2016,1,28,21,450296
2016,1,28,22,452306
2016,1,28,23,463893
2016,1,28,24,479734
2016,1,29,1,489988
2016,1,29,2,491465
2016,1,29,3,483885
2016,1,29,4,466139
2016,1,29,5,442987
2016,1,29,6,424662
2016,1,29,7,413273
2016,1,29,8,406076
2016,1,29,9,403830
2016,1,29,10,408717
2016,1,29,11,423725
2016,1,29,12,458104
